Areaw,Area,Assessment Url,Asses Year,Biomass,Bref,Bref Point,B Bref,Catch,Common Name,DOWNLOAD URL DUMMY,LOGTC,LOGSSB,LOGR,Fref,Fref Point,F,F Division,F Divname,F Fmsy,F Gsa Lib,F Subarea,F Subname,ID,Landings,Meeting,Method,Number of Records,R,Scientific Name,Smu Name,SSB,Status,Stock Long,Stockid,Stock,TC,Version,Year
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,169,,,0.29,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2005,169,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,169,10_05_2017,2005
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,266,,,0.29,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2006,266,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,266,10_05_2017,2006
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,192,,,0.29,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2007,192,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,192,10_05_2017,2007
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,182,,,0.29,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2008,182,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,182,10_05_2017,2008
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,355,,,0.29,F0.1,0.832,37.1.2,Gulf of Lions,2.87,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2009,355,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,355,10_05_2017,2009
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,497,,,0.29,F0.1,1.021,37.1.2,Gulf of Lions,3.52,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2010,497,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,497,10_05_2017,2010
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/319223/STECF+12-19+-+MED+stock+assessements+-+part+1.pdf,2012,,,NA,,,Blackbellied angler,STATUS,355,,,0.29,F0.1,0.97,37.1.2,Gulf of Lions,3.34,GSA7,37.1,Western Mediterranean,ANK_7_2012-11_STECF 12-19_2011,355,2012-11_STECF 12-19,VIT,1,,Lophius budegassa,Gulf of Lion,,OVERFISHING,Blackbellied angler in SA 07,ANK_7_2012-11_STECF 12-19,ANK,355,10_05_2017,2011
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,169.4,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2002,169.4,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,169.4,10_05_2017,2002
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,146.9,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2003,146.9,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,146.9,10_05_2017,2003
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,168.7,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2004,168.7,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,168.7,10_05_2017,2004
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,188.6,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2005,188.6,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,188.6,10_05_2017,2005
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,208.6,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2006,208.6,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,208.6,10_05_2017,2006
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,203.7,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2007,203.7,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,203.7,10_05_2017,2007
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,158.8,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2008,158.8,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,158.8,10_05_2017,2008
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,144.2,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2009,144.2,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,144.2,10_05_2017,2009
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,321.9,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2010,321.9,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,321.9,10_05_2017,2010
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,296.3,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2011,296.3,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,296.3,10_05_2017,2011
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,170,,,0.136,F0.1,,37.1.2,Gulf of Lions,,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2012,170,EWG16_17,VIT,1,,Dicentrarchus labrax,Gulf of Lion,,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,170,10_05_2017,2012
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,306.1,396,453673.4,0.136,F0.1,0.523,37.1.2,Gulf of Lions,3.845588235,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2013,306.1,EWG16_17,VIT,1,453673.4,Dicentrarchus labrax,Gulf of Lion,396,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,306.1,10_05_2017,2013
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,230.9,496.2,250253.2,0.136,F0.1,0.298,37.1.2,Gulf of Lions,2.191176471,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2014,230.9,EWG16_17,VIT,1,250253.2,Dicentrarchus labrax,Gulf of Lion,496.2,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,230.9,10_05_2017,2014
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,European seabass,STATUS,272,245.7,386470.3,0.136,F0.1,0.536,37.1.2,Gulf of Lions,3.941176471,GSA7,37.1,Western Mediterranean,BSS_7_EWG16_17_2015,272,EWG16_17,VIT,1,386470.3,Dicentrarchus labrax,Gulf of Lion,245.7,OVERFISHING,European seabass in SA 07,BSS_7_EWG16_17,BSS,272,10_05_2017,2015
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,11380.9,,NA,,4687,European hake,STATUS,4687,4241,261362,0.23,F0.1,1.01,37.1.2,Gulf of Lions,4.391304348,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2007,,EWG18_12,a4a,1,261362,Merluccius merluccius,Gulf of Lion,4241,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,4687,24_01_2019,2007
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,13326.8,,NA,,6637,European hake,STATUS,6637,4651,294470,0.23,F0.1,1.26,37.1.2,Gulf of Lions,5.47826087,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2008,,EWG18_12,a4a,1,294470,Merluccius merluccius,Gulf of Lion,4651,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,6637,24_01_2019,2008
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,13782.9,,NA,,6924,European hake,STATUS,6924,5150,271079,0.23,F0.1,1.33,37.1.2,Gulf of Lions,5.782608696,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2009,,EWG18_12,a4a,1,271079,Merluccius merluccius,Gulf of Lion,5150,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,6924,24_01_2019,2009
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,11191,,NA,,5852,European hake,STATUS,5852,4443,169047,0.23,F0.1,1.28,37.1.2,Gulf of Lions,5.565217391,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2010,,EWG18_12,a4a,1,169047,Merluccius merluccius,Gulf of Lion,4443,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,5852,24_01_2019,2010
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,11085.7,,NA,,4944,European hake,STATUS,4944,3817,174840,0.23,F0.1,1.26,37.1.2,Gulf of Lions,5.47826087,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2011,,EWG18_12,a4a,1,174840,Merluccius merluccius,Gulf of Lion,3817,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,4944,24_01_2019,2011
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,11023.8,,NA,,4777,European hake,STATUS,4777,3429,189506,0.23,F0.1,1.29,37.1.2,Gulf of Lions,5.608695652,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2012,,EWG18_12,a4a,1,189506,Merluccius merluccius,Gulf of Lion,3429,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,4777,24_01_2019,2012
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,10566.3,,NA,,5356,European hake,STATUS,5356,3636,141602,0.23,F0.1,1.37,37.1.2,Gulf of Lions,5.956521739,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2013,,EWG18_12,a4a,1,141602,Merluccius merluccius,Gulf of Lion,3636,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,5356,24_01_2019,2013
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,8397.5,,NA,,4574,European hake,STATUS,4574,3271,121466,0.23,F0.1,1.43,37.1.2,Gulf of Lions,6.217391304,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2014,,EWG18_12,a4a,1,121466,Merluccius merluccius,Gulf of Lion,3271,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,4574,24_01_2019,2014
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,6818.3,,NA,,3488,European hake,STATUS,3488,2420,111312,0.23,F0.1,1.38,37.1.2,Gulf of Lions,6,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2015,,EWG18_12,a4a,1,111312,Merluccius merluccius,Gulf of Lion,2420,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,3488,24_01_2019,2015
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,6953.4,,NA,,2877,European hake,STATUS,2877,1995,138298,0.23,F0.1,1.25,37.1.2,Gulf of Lions,5.434782609,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2016,,EWG18_12,a4a,1,138298,Merluccius merluccius,Gulf of Lion,1995,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,2877,24_01_2019,2016
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,5739,,NA,,3172,European hake,STATUS,3172,2409,48256,0.23,F0.1,1.14,37.1.2,Gulf of Lions,4.956521739,GSA7,37.1,Western Mediterranean,HKE_1_5_6_7_EWG18_12_2017,,EWG18_12,a4a,1,48256,Merluccius merluccius,Gulf of Lion,2409,OVERFISHING,European hake in SA 07,HKE_1_5_6_7_EWG18_12,HKE,3172,24_01_2019,2017
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,Angler(=Monk),STATUS,,181,2051,0.22,F0.1,1,37.1.2,Gulf of Lions,4.545454546,GSA7,37.1,Western Mediterranean,MON_1_5_6_7_EWG16_17_2013,,EWG16_17,VIT,1,2051,Lophius piscatorius,Gulf of Lion,181,OVERFISHING,Angler(=Monk) in SA 07,MON_1_5_6_7_EWG16_17,MON,,10_05_2017,2013
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,Angler(=Monk),STATUS,,334,1941,0.22,F0.1,0.7,37.1.2,Gulf of Lions,3.181818182,GSA7,37.1,Western Mediterranean,MON_1_5_6_7_EWG16_17_2014,,EWG16_17,VIT,1,1941,Lophius piscatorius,Gulf of Lion,334,OVERFISHING,Angler(=Monk) in SA 07,MON_1_5_6_7_EWG16_17,MON,,10_05_2017,2014
SA 01 SA 05 SA 06 SA 07,01_05_06_07,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,Angler(=Monk),STATUS,,391,1269,0.22,F0.1,0.45,37.1.2,Gulf of Lions,2.045454546,GSA7,37.1,Western Mediterranean,MON_1_5_6_7_EWG16_17_2015,,EWG16_17,VIT,1,1269,Lophius piscatorius,Gulf of Lion,391,OVERFISHING,Angler(=Monk) in SA 07,MON_1_5_6_7_EWG16_17,MON,,10_05_2017,2015
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,691,,NA,,160,Red mullet,STATUS,160,95,38719,0.64,F0.1,1.18,37.1.2,Gulf of Lions,1.84375,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2004,,EWG18_12,a4a,1,38719,Mullus barbatus,Gulf of Lion,95,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,160,24_01_2019,2004
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,674,,NA,,174,Red mullet,STATUS,174,102,39573,0.64,F0.1,1.15,37.1.2,Gulf of Lions,1.796875,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2005,,EWG18_12,a4a,1,39573,Mullus barbatus,Gulf of Lion,102,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,174,24_01_2019,2005
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,783,,NA,,159,Red mullet,STATUS,159,91,48405,0.64,F0.1,1.09,37.1.2,Gulf of Lions,1.703125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2006,,EWG18_12,a4a,1,48405,Mullus barbatus,Gulf of Lion,91,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,159,24_01_2019,2006
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,762,,NA,,181,Red mullet,STATUS,181,133,35413,0.64,F0.1,0.98,37.1.2,Gulf of Lions,1.53125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2007,,EWG18_12,a4a,1,35413,Mullus barbatus,Gulf of Lion,133,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,181,24_01_2019,2007
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,641,,NA,,175,Red mullet,STATUS,175,143,27447,0.64,F0.1,0.9,37.1.2,Gulf of Lions,1.40625,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2008,,EWG18_12,a4a,1,27447,Mullus barbatus,Gulf of Lion,143,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,175,24_01_2019,2008
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,720,,NA,,140,Red mullet,STATUS,140,100,50116,0.64,F0.1,0.88,37.1.2,Gulf of Lions,1.375,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2009,,EWG18_12,a4a,1,50116,Mullus barbatus,Gulf of Lion,100,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,140,24_01_2019,2009
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,955,,NA,,183,Red mullet,STATUS,183,159,61460,0.64,F0.1,0.93,37.1.2,Gulf of Lions,1.453125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2010,,EWG18_12,a4a,1,61460,Mullus barbatus,Gulf of Lion,159,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,183,24_01_2019,2010
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1032,,NA,,253,Red mullet,STATUS,253,195,57625,0.64,F0.1,1,37.1.2,Gulf of Lions,1.5625,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2011,,EWG18_12,a4a,1,57625,Mullus barbatus,Gulf of Lion,195,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,253,24_01_2019,2011
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1040,,NA,,245,Red mullet,STATUS,245,178,62244,0.64,F0.1,1,37.1.2,Gulf of Lions,1.5625,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2012,,EWG18_12,a4a,1,62244,Mullus barbatus,Gulf of Lion,178,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,245,24_01_2019,2012
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1172,,NA,,258,Red mullet,STATUS,258,214,74116,0.64,F0.1,0.93,37.1.2,Gulf of Lions,1.453125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2013,,EWG18_12,a4a,1,74116,Mullus barbatus,Gulf of Lion,214,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,258,24_01_2019,2013
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1440,,NA,,300,Red mullet,STATUS,300,274,88513,0.64,F0.1,0.85,37.1.2,Gulf of Lions,1.328125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2014,,EWG18_12,a4a,1,88513,Mullus barbatus,Gulf of Lion,274,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,300,24_01_2019,2014
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1472,,NA,,332,Red mullet,STATUS,332,303,92036,0.64,F0.1,0.86,37.1.2,Gulf of Lions,1.34375,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2015,,EWG18_12,a4a,1,92036,Mullus barbatus,Gulf of Lion,303,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,332,24_01_2019,2015
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,1400,,NA,,422,Red mullet,STATUS,422,285,60100,0.64,F0.1,1,37.1.2,Gulf of Lions,1.5625,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2016,,EWG18_12,a4a,1,60100,Mullus barbatus,Gulf of Lion,285,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,422,24_01_2019,2016
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,857,,NA,,354,Red mullet,STATUS,354,218,28580,0.64,F0.1,1.3,37.1.2,Gulf of Lions,2.03125,GSA7,37.1,Western Mediterranean,MUT_7_EWG18_12_2017,,EWG18_12,a4a,1,28580,Mullus barbatus,Gulf of Lion,218,OVERFISHING,Red mullet in SA 07,MUT_7_EWG18_12,MUT,354,24_01_2019,2017
SA 07,7,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,,,NA,,,Gilthead seabream,STATUS,907.02,1586.8,29966155.6,0.19,F0.1,0.44,37.1.2,Gulf of Lions,2.315789474,GSA7,37.1,Western Mediterranean,SBG_7_EWG16_17_2013,907.02,EWG16_17,VIT,1,29966155.6,Sparus aurata,Gulf of Lion,1586.8,OVERFISHING,Gilthead seabream in SA 07,SBG_7_EWG16_17,SBG,907.02,10_05_2017,2013
